0,0,0,0,0,0,0,0,901,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,900,900,900,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,1,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,900,900,900,900,900,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,900,900,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,900,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,902,0,0,0,0,0,0,0,0,0,0,0
